Player,Team,Position,PTS_final,REB_final,AST_final,PTS_adj,REB_adj,AST_adj,PTS_bonus,REB_bonus,AST_bonus,TS%,eFG%,USG_proxy,MPG,PTS_playoff_x,REB_playoff_x,AST_playoff_x,MPG_playoff_x,PTS_playoff_y,REB_playoff_y,AST_playoff_y,MPG_playoff_y,PTS_playoff,REB_playoff,AST_playoff,MPG_playoff
Malaki Branham,SAS,G,4.465535403726709,0.7825714285714287,0.6788571428571427,2.198261291925466,0.3852385714285715,0.3341828571428571,0.0,0.0,0.0,0.565,0.547945205479452,0.0301984126984126,1.5491785714285713,,,,,,,,,,,,
Blake Wesley,SAS,G,4.00143652173913,1.5462857142857145,2.130857142857143,1.9697980695652169,0.7611942857142855,1.048962857142857,0.0,0.0,0.0,0.491,0.4743589743589743,0.0671825396825396,3.446464285714286,,,,,,,,,,,,
Keaton Wallace,ATL,G,4.9276173913043495,1.2445714285714289,2.319428571428572,2.425731652173914,0.6126685714285715,1.141791428571429,0.0,0.0,0.0,0.53,0.5063291139240507,0.0645238095238095,3.310071428571428,,,,,,,,,,,,
Thomas Bryant,IND,C,6.184093416149069,3.4131428571428577,0.4431428571428571,3.3601605316770193,2.302847142857143,0.36814714285714273,0.0,0.0,0.0,0.582,0.5227272727272727,0.0592063492063492,3.037285714285714,6.0,1.0,0.0,,0.0,2.0,0.0,,0.0,0.0,0.0,
Jeff Green,HOU,F,6.678642484472051,1.857428571428572,0.7825714285714288,4.037713550310559,0.9743614285714284,0.38523857142857154,0.0,0.0,0.0,0.688,0.6779661016949152,0.0540079365079365,2.770607142857143,,,,,0.0,1.0,0.0,,3.0,0.0,0.0,
Jaime Jaquez Jr.,MIA,G-F,5.619740124223605,3.658285714285715,2.093142857142858,3.3664447975155287,2.400874285714287,1.180397142857143,0.0,0.0,0.0,0.533,0.5202702702702703,0.0673412698412698,3.4546071428571423,0.0,0.0,0.0,,,,,,,,,
Dalton Knecht,LAL,G,6.944642981366461,1.8762857142857143,0.7825714285714287,3.6819083403726713,1.0815942857142864,0.3852385714285715,0.0,0.0,0.0,0.577,0.5588235294117647,0.0591666666666666,3.035250000000001,5.0,3.0,0.0,,,,,,,,,
Zach Collins,CHI,C-F,6.692154037267082,5.7702857142857145,1.848,3.294364919254659,2.8405542857142856,0.9097199999999999,0.0,0.0,0.0,0.57,0.5563380281690141,0.0725,3.71925,,,,,,,,,,,,
Jalen Pickett,DEN,G,5.13288149068323,1.9422857142857144,2.828571428571429,2.7520775701863354,1.0614342857142862,1.4524285714285716,0.0,0.0,0.0,0.563,0.5555555555555556,0.0725396825396825,3.721285714285714,2.0,2.0,0.0,,2.0,0.0,1.0,,0.0,0.0,0.0,
Mouhamed Gueye,ATL,F,5.339555776397517,4.714285714285714,0.9051428571428572,2.62851768447205,2.320714285714287,0.44557714285714295,0.0,0.0,0.0,0.512,0.4647887323943662,0.0701984126984127,3.6011785714285716,,,,,,,,,,,,
KJ Martin,UTA,F,5.956627080745342,2.875714285714286,1.338857142857143,2.9322850583850943,1.4156357142857148,0.6590828571428571,0.0,0.0,0.0,0.528,0.5,0.0946031746031745,4.853142857142856,,,,,,,,,,,,
Terrence Shannon Jr.,MIN,G,5.032987826086956,1.7065714285714289,1.0277142857142858,2.5976026434782606,1.5000985714285715,0.6559157142857144,0.0,0.0,0.0,0.588,0.5546875,0.0490079365079365,2.5141071428571435,0.0,0.0,0.0,,2.0,1.0,0.0,,,,,
Caleb Martin,DALPHI,F,4.926600745341616,3.149142857142857,2.017714285714286,2.4252311850931676,1.5502371428571426,0.9932657142857142,0.0,0.0,0.0,0.458,0.4240506329113924,0.0963888888888888,4.94475,,,,,,,,,,,,
Cody Williams,UTA,G-F,3.808388571428572,2.234571428571429,1.0371428571428574,1.8747658285714293,1.1000185714285713,0.5105571428571428,0.0,0.0,0.0,0.414,0.3924731182795699,0.0936904761904761,4.806321428571428,,,,,,,,,,,,
Julian Phillips,CHI,F,5.33247204968944,2.1780000000000004,0.66,2.6250305590062104,1.07217,0.32489999999999997,0.0,0.0,0.0,0.6,0.5491803278688525,0.0656349206349206,3.367071428571428,,,,,,,,,,,,
Precious Achiuwa,NYK,F,5.052008944099381,4.921714285714286,0.7637142857142858,2.4869662211180144,2.422825714285715,0.37595571428571434,0.0,0.0,0.0,0.464,0.45625,0.0796031746031746,4.083642857142857,,,,,,,,,,,,
Neemias Queta,BOS,C,6.033810186335406,3.743142857142858,0.7825714285714287,3.970280196273292,1.8426471428571425,0.6352385714285715,0.0,0.0,0.0,0.709,0.68,0.0508730158730158,2.609785714285714,,,,,,,,,4.0,0.0,1.0,
Wendell Moore Jr.,CHO,G-F,4.197600000000001,2.8851428571428577,1.1785714285714288,2.066364,1.4202771428571432,0.5801785714285717,0.0,0.0,0.0,0.53,0.5211267605633803,0.0654761904761904,3.358928571428572,,,,,,,,,,,,
Jevon Carter,CHI,G,3.892507826086957,1.1031428571428572,1.3200000000000005,1.9161754434782612,0.5430471428571428,0.6498000000000002,0.0,0.0,0.0,0.471,0.4634146341463415,0.0413095238095238,2.119178571428572,,,,,,,,,,,,
Nicolas Batum,LAC,F-G,6.887268074534163,2.772,0.726,4.224264238509317,3.20988,0.91004,0.0,0.0,0.0,0.797,0.7978723404255319,0.0705555555555555,3.6195,9.0,2.0,1.0,,6.0,4.0,0.0,,0.0,6.0,2.0,
Simone Fontecchio,DET,F,5.017902111801243,2.4797142857142864,0.678857142857143,2.4701763577639757,1.2206957142857144,0.33418285714285717,0.0,0.0,0.0,0.584,0.5564516129032258,0.0595238095238095,3.0535714285714284,,,,,,,,,,,,
Jay Huff,MEM,F-C,4.405290931677019,1.4425714285714288,0.3771428571428571,2.5898045813664603,0.8154385714285716,0.18565714285714274,0.0,0.0,0.0,0.579,0.5634920634920635,0.0341269841269841,1.7507142857142854,8.0,2.0,0.0,,,,,,,,,
Steven Adams,HOU,C,5.201291925465839,6.92057142857143,1.235142857142857,3.6863541614906836,6.7686085714285715,0.9106771428571431,0.0,0.0,0.0,0.61,0.62,0.0705952380952381,3.621535714285714,6.0,12.0,1.0,,1.0,3.0,0.0,,0.0,6.0,1.0,
Dean Wade,CLE,F,4.9299294409937895,3.0548571428571427,0.9617142857142856,3.176869811180125,2.606472857142857,0.4734257142857142,0.0,0.0,0.0,0.593,0.5901639344262295,0.0837301587301587,4.295357142857141,0.0,1.0,0.0,,0.0,0.0,0.0,,,,,
Olivier-Maxence Prosper,DAL,F,3.8717649689441,2.875714285714286,1.1031428571428572,1.9059643006211182,1.4156357142857148,0.5430471428571428,0.0,0.0,0.0,0.443,0.3851351351351351,0.0632142857142857,3.2428928571428575,,,,,,,,,,,,
Mo Bamba,LACNOP,C,4.958903850931678,4.865142857142858,0.5185714285714287,2.441133122981367,2.3949771428571434,0.25527857142857135,0.0,0.0,0.0,0.634,0.6132075471698113,0.0549206349206349,2.817428571428572,,,,,,,,,,,,
Dominick Barlow,ATL,F,4.659518012422359,2.904,0.7354285714285714,2.2937536397515528,1.42956,0.3620314285714286,0.0,0.0,0.0,0.592,0.5636363636363636,0.0483333333333333,2.4795,,,,,,,,,,,,
Reggie Jackson,PHI,G,3.839576645962734,1.386,1.3011428571428574,1.890118867080746,0.68229,0.6405171428571429,0.0,0.0,0.0,0.474,0.4533333333333333,0.0532539682539682,2.731928571428571,,,,,,,,,,,,
Micah Potter,UTA,C,4.429887204968944,4.384285714285714,0.6882857142857144,2.1807126559006207,2.1582642857142855,0.33882428571428574,0.0,0.0,0.0,0.564,0.5254237288135594,0.0790873015873015,4.057178571428571,,,,,,,,,,,,
Ousmane Dieng,OKC,F,4.826985838509318,1.9894285714285715,0.8862857142857146,2.376193483229814,0.9793414285714281,0.4362942857142858,0.0,0.0,0.0,0.683,0.6792452830188679,0.047063492063492,2.414357142857142,,,,,,,,,,,,
Daniel Theis,NOP,C,4.478571428571429,4.686000000000001,1.5934285714285714,2.2046785714285715,2.3067900000000003,0.7844014285714287,0.0,0.0,0.0,0.575,0.5357142857142857,0.073015873015873,3.745714285714286,,,,,,,,,,,,
Tristan Da Silva,ORL,F,3.832542111801244,2.055428571428572,1.046571428571429,1.8866559577639759,1.0118314285714287,0.5151985714285716,0.0,0.0,0.0,0.461,0.4246575342465753,0.0642857142857143,3.2978571428571426,,,,,,,,,,,,
David Roddy,ATLHOUPHI,F,3.5301719254658392,2.4891428571428573,1.0182857142857142,1.7378073614906835,1.2253371428571431,0.5012742857142857,0.0,0.0,0.0,0.461,0.4285714285714285,0.0508333333333333,2.60775,,,,,,,,,,,,
Pat Connaughton,MIL,G,4.745031055900622,2.1780000000000004,1.480285714285714,2.943799378881988,1.3721700000000001,0.8787042857142855,0.0,0.0,0.0,0.625,0.5980392156862745,0.0537301587301587,2.756357142857143,3.0,0.0,0.0,,,,,,,,,
Garrison Mathews,ATL,G,4.879802236024846,2.0460000000000003,0.9617142857142856,2.4021935552795037,1.00719,0.47342571428571434,0.0,0.0,0.0,0.501,0.4482758620689655,0.0625,3.20625,,,,,,,,,,,,
Anthony Gill,WAS,F,3.3803806211180127,1.7820000000000005,0.4431428571428571,1.6640691875776392,0.8772300000000002,0.21814714285714273,0.0,0.0,0.0,0.584,0.532608695652174,0.0427380952380952,2.192464285714286,,,,,,,,,,,,
DeAndre Jordan,DEN,C,4.294902857142858,5.892857142857143,1.0937142857142856,2.1142635428571426,3.4608928571428574,1.0384057142857142,0.0,0.0,0.0,0.598,0.6410256410256411,0.0557936507936507,2.862214285714285,,,,,0.0,1.0,0.0,,0.0,2.0,2.0,
Trevelin Queen,ORL,G,3.5246131677018635,1.7537142857142858,1.0559999999999998,1.7350709366459627,0.8633057142857141,0.5198399999999999,0.0,0.0,0.0,0.436,0.3955223880597014,0.052579365079365,2.697321428571429,,,,,,,,,,,,
Goga Bitadze,ORL,C,4.427329192546583,4.412571428571428,1.3765714285714288,2.2994534161490687,2.352188571428571,0.7376485714285713,0.0,0.0,0.0,0.6,0.5595238095238095,0.0603968253968254,3.0983571428571426,0.0,0.0,0.0,,2.0,3.0,1.0,,0.0,0.0,0.0,
Kris Murray,POR,F,2.682764720496895,2.998285714285715,1.0842857142857143,1.3206519055900627,1.4759742857142857,0.5337642857142857,0.0,0.0,0.0,0.408,0.3840579710144927,0.0706746031746031,3.6256071428571426,,,,,,,,,,,,
Hunter Tyson,DEN,F,2.595234782608696,1.4142857142857146,0.3205714285714286,1.7775633043478263,0.6962142857142858,0.15780857142857138,0.0,0.0,0.0,0.49,0.4741379310344827,0.0317063492063492,1.6265357142857142,,,,,,,,,2.0,0.0,0.0,
Monte Morris,PHO,G,4.067928447204969,1.4614285714285713,1.5462857142857145,2.0025302310559008,0.7194214285714284,0.7611942857142855,0.0,0.0,0.0,0.519,0.509090909090909,0.0481746031746031,2.471357142857143,,,,,,,,,,,,
Jaden Springer,UTA,G,2.7981704347826084,1.6688571428571426,1.140857142857143,1.377462991304348,0.8215328571428568,0.5616128571428574,0.0,0.0,0.0,0.478,0.4433962264150943,0.0492460317460317,2.526321428571428,,,,,,,,,,,,
Jaylen Clark,MIN,G,4.57608745341615,1.395428571428572,0.7542857142857143,2.357983050931676,0.6869314285714287,0.3713142857142857,0.0,0.0,0.0,0.646,0.5857142857142857,0.0528174603174603,2.709535714285715,2.0,0.0,0.0,,,,,,,,,
Jonathan Isaac,ORL,F,3.6707478260869575,3.196285714285715,0.6222857142857142,4.02555904347826,2.4387442857142863,0.5563342857142857,0.0,0.0,0.0,0.533,0.4761904761904761,0.0528968253968254,2.713607142857143,7.0,2.0,0.0,,0.0,1.0,0.0,,5.0,1.0,1.0,
Luka Garza,MIN,F-C,4.151818136645964,1.150285714285714,0.3582857142857142,2.149126837267081,0.6189042857142855,0.17637428571428565,0.0,0.0,0.0,0.677,0.6515151515151515,0.0234523809523809,1.203107142857143,2.0,1.0,0.0,,,,,,,,,
Jett Howard,ORL,G,2.981265093167703,1.1125714285714283,1.0465714285714287,2.9675954981366464,0.5476885714285714,0.5151985714285714,0.0,0.0,0.0,0.417,0.4230769230769231,0.0515873015873015,2.646428571428571,,,,,,,,,6.0,0.0,0.0,
Delon Wright,MILNYK,G,3.213519503105591,1.5934285714285714,1.9705714285714289,1.5819280099378883,0.7844014285714287,0.9700585714285717,0.0,0.0,0.0,0.524,0.5102040816326531,0.0657936507936507,3.375214285714286,,,,,,,,,,,,
Rayan Rupert,POR,G,2.3600124223602488,0.9711428571428572,0.4714285714285715,1.161769751552795,0.4780671428571429,0.23207142857142854,0.0,0.0,0.0,0.475,0.4339622641509434,0.0337698412698412,1.732392857142857,,,,,,,,,,,,
Cody Martin,CHOPHO,G-F,3.269631801242236,3.705428571428572,1.4614285714285715,1.6095505639751555,1.8240814285714286,0.7194214285714288,0.0,0.0,0.0,0.398,0.3467741935483871,0.0740079365079365,3.796607142857143,,,,,,,,,,,,
Maxi Kleber,DAL,F,2.728120248447205,2.724857142857142,1.6311428571428568,1.842979195031056,1.341372857142857,0.8029671428571427,0.0,0.0,0.0,0.474,0.4444444444444444,0.0819841269841269,4.205785714285715,,,,,,,,,2.0,0.0,0.0,
Shake Milton,LAL,G,3.695475279503106,1.7537142857142858,1.2257142857142855,1.819181694409938,0.8633057142857141,0.6033857142857142,0.0,0.0,0.0,0.572,0.5555555555555556,0.0428968253968253,2.2006071428571428,0.0,0.0,0.0,,,,,,,,,
Charles Bassey,SAS,C,4.570971428571428,4.488,0.528,2.250164571428571,2.20932,0.25992,0.0,0.0,0.0,0.606,0.5853658536585366,0.0467460317460317,2.398071428571429,,,,,,,,,,,,
Jarred Vanderbilt,LAL,F,3.3225137888198764,4.525714285714287,0.9145714285714288,2.240882924223603,4.5484857142857145,1.3055185714285713,0.0,0.0,0.0,0.493,0.4583333333333333,0.0646031746031746,3.314142857142858,2.0,4.0,2.0,,0.0,1.0,0.0,,2.0,7.0,3.0,
Zeke Nnaji,DEN,F,3.993418136645963,2.2157142857142857,0.6977142857142857,2.4658508372670807,1.0907357142857141,0.34346571428571426,0.0,0.0,0.0,0.526,0.4761904761904761,0.0637698412698412,3.271392857142857,,,,,,,,,2.0,0.0,0.0,
Marvin Bagley III,MEMWAS,F-C,3.317397763975155,2.3477142857142854,0.264,2.528114444720496,1.4789657142857138,0.12995999999999985,0.0,0.0,0.0,0.531,0.4880952380952381,0.0336904761904761,1.7283214285714283,17.0,5.0,0.0,,0.0,1.0,0.0,,,,,
Craig Porter Jr.,CLE,G,3.5095930434782616,1.4425714285714282,1.3577142857142854,2.3276769391304355,1.0627885714285714,1.2683657142857143,0.0,0.0,0.0,0.546,0.5,0.0409920634920634,2.102892857142857,0.0,1.0,0.0,,,,,,,,,
Paul Reed,DET,F,2.8652198757763974,2.809714285714286,0.8485714285714285,2.070469602484472,2.293145714285714,0.41772857142857145,0.0,0.0,0.0,0.495,0.4545454545454545,0.0363492063492063,1.864714285714285,,,,,6.0,1.0,0.0,,0.0,1.0,0.0,
